"Id","SalePrice"
2209,192555
2210,95050
2211,110210
2212,99730
2213,137380
2214,133375
2215,109000
2216,177700
2217,182823.2
2218,116420
2219,107830
2220,127615.1
2221,183703.9
2222,183703.9
2223,208037.5
2224,199373.5
2225,187157.5
2226,181890
2227,172410.1
2228,160525
2229,197778.7
2230,145450
2231,179670
2232,197437.3
2233,165630
2234,160355
2235,183660
2236,169715.5
2237,219225
2238,162590
2239,133923.2
2240,153709.090909091
2241,161580
2242,126825
2243,136950
2244,94140
2245,99540
2246,156030
2247,105500
2248,108225
2249,106850
2250,124665
2251,284575
2252,193280
2253,165544
2254,171117.5
2255,196840
2256,176930
2257,169305.3
2258,152412.7
2259,164835
2260,153180
2261,139630
2262,164740
2263,274531.9
2264,280725
2265,276795
2266,175160
2267,295112.4
2268,252717.6
2269,153314.1
2270,160470
2271,182480
2272,192390
2273,148945
2274,163090
2275,148780
2276,166043.4
2277,193113.5
2278,178570.2
2279,126880
2280,153883.2
2281,173350.1
2282,148525
2283,110940
2284,99100
2285,120600
2286,119530
2287,213680
2288,248584.1
2289,298762.4
2290,341638.3
2291,239166.7
2292,278778.5
2293,322487.4
2294,334471.3
2295,222490
2296,232861.3
2297,211870
2298,196210
2299,294441.2
2300,251541
2301,205580
2302,173090
2303,197057.7
2304,191400
2305,152870.1
2306,142840
2307,141247.1
2308,183550.1
2309,169250
2310,113512.1
2311,185588.5
2312,210481.5
2313,166117.5
2314,192238.7
2315,174144
2316,185520
2317,158630
2318,172339
2319,167085
2320,156280
2321,179417.9
2322,156339.6
2323,170890
2324,160233.5
2325,213310
2326,155920
2327,173450
2328,206900
2329,180050
2330,146750
2331,290513
2332,248150
2333,253715
2334,248440
2335,229977.9
2336,238080
2337,180730
2338,160275
2339,178615
2340,206230
2341,191972.8
2342,192290
2343,166220
2344,183450
2345,159807.5
2346,183202
2347,182275.9
2348,170220
2349,171907.5
2350,201010
2351,214323.3
2352,230793.3
2353,250940
2354,133805
2355,137955
2356,137455
2357,160142.2
2358,186580
2359,170000
2360,105015
2361,137390
2362,236812.4
2363,121920
2364,148595
2365,182490
2366,166454.6
2367,193810.1
2368,159560.1
2369,122365.5
2370,155990
2371,150190
2372,134337.2
2373,192343.5
2374,206847.8
2375,200929.2
2376,280536.1
2377,250263.7
2378,142170
2379,188243.5
2380,139100
2381,150545
2382,211115.9
2383,194218.8
2384,183715
2385,121920
2386,117170
2387,129890
2388,152494.1
2389,133510
2390,194373.2
2391,117853.3
2392,96779.3
2393,135840
2394,137955
2395,212847.7
2396,180854.6
2397,182800
2398,134648
2399,90590
2400,128165.6
2401,95448
2402,130662.5
2403,202367
2404,155825
2405,159940
2406,130050.8
2407,132440
2408,113990
2409,137255.1
2410,180572.8
2411,125362.5
2412,162098
2413,134214
2414,140870
2415,187636.1
2416,107335
2417,135910
2418,105565
2419,148550
2420,126054.1
2421,197577
2422,187991.5
2423,192061
2424,176270.8
2425,270764
2426,137100
2427,169558.5
2428,156180
2429,96839.3
2430,121738.3
2431,124520
2432,130660
2433,137395
2434,137235
2435,153555
2436,110040
2437,102025
2438,135490
2439,110040
2440,122240
2441,143470
2442,167182.5
2443,114275
2444,145084
2445,106730
2446,153500
2447,173107.5
2448,142550
2449,133343.4
2450,147989
2451,147930.4
2452,269760
2453,100289.3
2454,185662.8
2455,109520
2456,164450
2457,122290
2458,104670
2459,104840
2460,130120
2461,129490
2462,134110
2463,128335
2464,164460
2465,162294
2466,108470.545454545
2467,107120
2468,100120
2469,97478
2470,195638.7
2471,178760
2472,210645
2473,114408.4
2474,140340
2475,234141.9
2476,120198.4
2477,147855
2478,167915
2479,177573.2
2480,174093.2
2481,141870
2482,123104.1
2483,96779.3
2484,104490
2485,107190
2486,188773.2
2487,288965.6
2488,142990
2489,148225
2490,167395
2491,103050
2492,198484.1
2493,155023.2
2494,223872.5
2495,155823.2
2496,261864.3
2497,167165
2498,98808
2499,134424.1
2500,131060.1
2501,166368.2
2502,144850
2503,136265
2504,220037.5
2505,191000
2506,197157.7
2507,194049.3
2508,213899.3
2509,212303.3
2510,200210.4
2511,140533.818181818
2512,187900
2513,181000
2514,203647
2515,176973.2
2516,159350
2517,115615.8
2518,169433.2
2519,217150
2520,199110
2521,168000
2522,197800
2523,133070
2524,112565.1
2525,132340
2526,129215
2527,163783.2
2528,127662.5
2529,116880
2530,114360
2531,192175
2532,191450
2533,184190
2534,213352.8
2535,245140
2536,229701.5
2537,173473.2
2538,173840
2539,136040
2540,164645
2541,155942.2
2542,170884
2543,127650
2544,116140
2545,197134.7
2546,133290
2547,106625
2548,228750
2549,144180
2550,259795
2551,144370.1
2552,107125
2553,143449.4
2554,151854.7
2555,107540
2556,108288.3
2557,111848.3
2558,245330
2559,156352.2
2560,128110
2561,134200.4
2562,130110
2563,150090
2564,163590
2565,160405
2566,152335
2567,125950
2568,194355
2569,182800
2570,100800
2571,159073.2
2572,143440
2573,191447
2574,207530
2575,144040
2576,155500
2577,182600
2578,114810
2579,101460
2580,172790
2581,147740
2582,107997.1
2583,208267.5
2584,148590
2585,162235
2586,186860
2587,171630
2588,105581.181818182
2589,127163.3
2590,172410.1
2591,233862.4
2592,177810
2593,165870
2594,149179
2595,160486.6
2596,208275
2597,185696.1
2598,230652.9
2599,217987.3
2600,283995
2601,127969.4
2602,106250
2603,102790
2604,102840
2605,95750
2606,130205
2607,192582.2
2608,244620
2609,173889
2610,125400
2611,193315
2612,146625
2613,134800
2614,114635
2615,172264.1
2616,129745
2617,177375
2618,259795
2619,251484.6
2620,186000
2621,195828.7
2622,166050
2623,221410
2624,228143.3
2625,266524.3
2626,140745
2627,146530.1
2628,298872.4
2629,213400
2630,261553.2
2631,282508.1
2632,280895.4
2633,198420
2634,196980
2635,135415
2636,204730
2637,140485
2638,240650
2639,198215
2640,130875
2641,107540
2642,167240
2643,144678.5
2644,135500
2645,96700
2646,100440
2647,101640
2648,130390
2649,166860
2650,125974
2651,125900
2652,279058.1
2653,204836.3
2654,221110.8
2655,245862.2
2656,202541
2657,173090
2658,231981.9
2659,246630
2660,223425
2661,197650
2662,257862.2
2663,194695
2664,114254.6
2665,168935
2666,168604.4
2667,164417.5
2668,164417.5
2669,178862.8
2670,225717.9
2671,167334
2672,186261.5
2673,191772
2674,191772
2675,183031.5
2676,173344
2677,192050
2678,246689.8
2679,202320
2680,208100
2681,270027.7
2682,253900
2683,268414.3
2684,228050
2685,270503.2
2686,188770
2687,221978.5
2688,208434.1
2689,175602
2690,272295
2691,184190
2692,147740
2693,195034.1
2694,160055
2695,159700
2696,159885
2697,172790
2698,186975
2699,143580
2700,126225
2701,154934
2702,109950
2703,159110.9
2704,147100
2705,123420
2706,100940
2707,95890.1
2708,155720
2709,112550
2710,125850.8
2711,304249.8
2712,250865
2713,153629.6
2714,132940
2715,156788.5
2716,127613.4
2717,181989
2718,165531.6
2719,159845
2720,160834
2721,130340
2722,167027.5
2723,126255
2724,115654.1
2725,136440
2726,130040
2727,176040
2728,202273.3
2729,150940
2730,125600
2731,119365.8
2732,124692.5
2733,170370
2734,207220
2735,146580
2736,161400
2737,125362.5
2738,199728.4
2739,160945
2740,124692.5
2741,151570
2742,159512.7
2743,157945
2744,140875
2745,126083.3
2746,132315
2747,206363.3
2748,155550
2749,121955
2750,164295
2751,194200.7
2752,182450
2753,171205
2754,223636.5
2755,142575
2756,108845
2757,111050
2758,113890
2759,162480
2760,212450
2761,129684
2762,145635
2763,180420
2764,192184.6
2765,167780
2766,173820
2767,115324.3
2768,192818
2769,121650
2770,131740
2771,116170
2772,125250
2773,172487.5
2774,130140
2775,124570
2776,122800
2777,123320
2778,121010.4
2779,167850
2780,137560
2781,99328
2782,107540
2783,152825
2784,107714.6
2785,122480
2786,105930
2787,121440
2788,100680
2789,136850
2790,103410
2791,124692.5
2792,116540
2793,183100
2794,105880
2795,123090
2796,121610
2797,244620
2798,147940
2799,143425
2800,98900
2801,107540
2802,132320
2803,200270.5
2804,181950
2805,106790
2806,95458
2807,103175.5
2808,148400
2809,116685
2810,135930
2811,184679.2
2812,120680
2813,190559.8
2814,174876.1
2815,157133.2
2816,252262.4
2817,146810
2818,109820
2819,113050
2820,166735
2821,114660
2822,208447
2823,243162.4
2824,196878.3
2825,210110.8
2826,130785
2827,132990
2828,252339.8
2829,179726.9
2830,224050
2831,152455
2832,220000
2833,160525
2834,201173.5
2835,209587.9
2836,173540
2837,148850
2838,148655
2839,181370
2840,166050
2841,174100
2842,202430
2843,143282.2
2844,160329
2845,113370
2846,190447.5
2847,182700
2848,157930
2849,177210
2850,225775
2851,175564
2852,200190
2853,205370
2854,126425
2855,167240
2856,165412.2
2857,165562.2
2858,151560
2859,166260
2860,128435
2861,179890
2862,159175.3
2863,119850
2864,227780
2865,144370.1
2866,145850
2867,113290
2868,152635
2869,131277.6
2870,195486.3
2871,106790
2872,101240
2873,138714.1
2874,155075
2875,122575
2876,151280
2877,128383.4
2878,172350
2879,155365
2880,122290
2881,175564
2882,171660
2883,141940
2884,164670
2885,214941
2886,248923
2887,107540
2888,137350
2889,99340
2890,106290
2891,169540
2892,124280
2893,114427.6
2894,115109.8
2895,212317.5
2896,179053.9
2897,220437.5
2898,183568
2899,186022.5
2900,157809.1
2901,283725
2902,158965
2903,227585
2904,184775
2905,236260
2906,153675
2907,142313.3
2908,113765
2909,230793.3
2910,89750
2911,106250
2912,168855
2913,102840
2914,106250
2915,95750
2916,95750
2917,237662.4
2918,117245
2919,189420
